"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",1373,"_1373","Student",11,"academy_3","teacher_37",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"100%",18,"teacher_38","Forensics","C",78,"teacher_84","Economics","B",89,"teacher_78","Personal finance","A",93,"teacher_47","Geometry","D",61,"teacher_87","Calculus","B",87,"teacher_79","Engineering","B",87,"teacher_36","English 4","B",88,"teacher_59","Pre-Calc","B",89
"0","In-Person",1374,"_1374","Student",10,"academy_4","teacher_4",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"93.9%",21,"teacher_59","Pre-Calc","F",34,"teacher_78","Personal finance","D",61,"teacher_81","Programming","B",87,"teacher_51","Auto Shop","A",91,"teacher_87","Calculus","B",83,"teacher_32","Geography","A",92,"teacher_38","Forensics","A",96,"teacher_79","Engineering","C",70
"0","In-Person",1375,"_1375","Student",10,"academy_1","teacher_92",NA,"Monitoring","I",0,"email","parent",0,0,0,0,0,0,"98.3%",3,"teacher_31","Genetics","A",94,"teacher_96","Theatre Craft","B",83,"teacher_81","Metal Shop","A",91,"teacher_22","English 2","D",62,"teacher_84","Economics","A",91,"teacher_48","Algebra 2","C",72,"teacher_39","Culinary Arts","A",95,"teacher_38","Forensics","B",84
"0","In-Person",1376,"_1376","Student",9,"academy_2","teacher_41",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"92.1%",17,"teacher_84","Economics","A",95,"teacher_68","Algebra 1","B",84,"teacher_12","acting","A",94,"teacher_45","Sculpting","D",63,"teacher_18","Painting","B",85,"teacher_22","English 2","F",58,"teacher_81","Metal Shop","A",91,"teacher_62","Speech","B",87
"0","In-Person",1377,"_1377","Student",10,"academy_4","teacher_38",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"99.3%",20,"teacher_63","Sports","B",88,"teacher_24","Drawing","B",89,"teacher_39","Culinary Arts","A",91,"teacher_32","Geography","A",95,"teacher_77","English 1","B",86,"teacher_64","Geology","C",70,"teacher_59","Home Economics","A",100,"teacher_55","Environmental Science","D",62
"0","In-Person",1378,"_1378","Student",9,"academy_6","teacher_50",NA,"Monitoring","H",0,"email","parent",0,0,0,0,0,0,"91%",15,"teacher_24","World History","B",89,"teacher_47","Geometry","F",53,"teacher_63","English 3","B",84,"teacher_40","Biology","C",72,"teacher_45","Sculpting","D",66,"teacher_22","English 2","C",73,"teacher_96","Theatre Craft","C",77,"teacher_68","Algebra 1","C",78
"0","In-Person",1379,"_1379","Student",9,"academy_3","teacher_75",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"98.9%",8,"teacher_38","Forensics","B",83,"teacher_59","Pre-Calc","A",92,"teacher_1","Statistics","B",86,"teacher_32","Geography","D",67,"teacher_30","Chemistry","B",86,"teacher_39","Culinary Arts","B",81,"teacher_24","World History","D",67,"teacher_78","Personal finance","B",86
"0","In-Person",1380,"_1380","Student",10,"academy_5","teacher_84",NA,"Monitoring","U",0,"email","parent",0,0,0,0,0,0,"96.2%",22,"teacher_95","Auto-Cad","A",98,"teacher_64","Geology","B",84,"teacher_22","English 2","B",80,"teacher_59","Home Economics","D",68,"teacher_24","World History","A",93,"teacher_38","Forensics","B",85,"teacher_59","Pre-Calc","A",90,"teacher_62","Speech","A",96
"0","In-Person",1381,"_1381","Student",11,"academy_3","teacher_30",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"79.8%",22,"teacher_81","Programming","D",67,"teacher_47","Geometry","A",91,"teacher_30","Chemistry","B",82,"teacher_40","Biology","B",86,"teacher_84","Economics","A",91,"teacher_55","Environmental Science","A",92,"teacher_51","Auto Shop","C",73,"teacher_87","Calculus","D",63
"0","In-Person",1382,"_1382","Student",9,"academy_6","teacher_94",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"93.8%",6,"teacher_40","Biology","A",93,"teacher_83","Run/Ski","A",90,"teacher_63","Sports","B",88,"teacher_59","Home Economics","D",68,"teacher_68","Algebra 1","B",88,"teacher_55","Environmental Science","B",84,"teacher_28","Weight lifting","A",92,"teacher_64","Geology","C",71
"0","In-Person",1383,"_1383","Student",10,"academy_3","teacher_42",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"99%",6,"teacher_22","English 2","B",81,"teacher_18","Painting","B",84,"teacher_39","Culinary Arts","A",92,"teacher_24","Drawing","A",91,"teacher_36","English 4","B",84,"teacher_1","Statistics","A",98,"teacher_31","Genetics","B",87,"teacher_84","Economics","C",75
"0","In-Person",1384,"_1384","Student",10,"academy_4","teacher_8",NA,"Active Service","P",0,"email","parent",0,0,0,0,0,0,"100%",17,"teacher_30","Chemistry","A",97,"teacher_59","Home Economics","B",86,"teacher_1","Statistics","A",98,"teacher_32","Geography","C",78,"teacher_40","Biology","A",93,"teacher_55","Environmental Science","A",98,"teacher_12","acting","F",50,"teacher_95","Auto-Cad","D",63
"0","In-Person",1385,"_1385","Student",12,"academy_1","teacher_54",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"94.2%",5,"teacher_68","Algebra 1","C",76,"teacher_81","Metal Shop","A",91,"teacher_36","English 4","D",66,"teacher_77","English 1","A",92,"teacher_45","Sculpting","F",35,"teacher_59","Home Economics","C",74,"teacher_24","Trigonometry","B",86,"teacher_32","Geography","F",44
"0","In-Person",1386,"_1386","Student",9,"academy_6","teacher_54",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"93.4%",13,"teacher_38","Forensics","B",81,"teacher_79","Engineering","F",49,"teacher_59","Home Economics","C",79,"teacher_95","Auto-Cad","A",95,"teacher_36","English 4","B",84,"teacher_63","English 3","B",84,"teacher_78","Personal finance","B",80,"teacher_55","Environmental Science","D",64
"0","In-Person",1387,"_1387","Student",9,"academy_2","teacher_66",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"84.8%",15,"teacher_41","PE","A",99,"teacher_1","Statistics","B",84,"teacher_24","Drawing","A",93,"teacher_28","Weight lifting","A",91,"teacher_81","Programming","B",85,"teacher_62","Speech","B",80,"teacher_59","Pre-Calc","B",86,"teacher_51","Auto Shop","B",82
"0","In-Person",1388,"_1388","Student",11,"academy_3","teacher_47",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"97.6%",23,"teacher_55","Environmental Science","C",75,"teacher_28","Weight lifting","D",65,"teacher_26","American History","A",93,"teacher_47","Geometry","B",84,"teacher_83","Run/Ski","A",94,"teacher_24","Trigonometry","C",73,"teacher_24","World History","A",93,"teacher_81","Programming","A",95
"0","In-Person",1389,"_1389","Student",10,"academy_5","teacher_32",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"83.9%",24,"teacher_39","Culinary Arts","B",89,"teacher_68","Algebra 1","C",77,"teacher_59","Pre-Calc","A",95,"teacher_81","Metal Shop","A",97,"teacher_79","Engineering","B",84,"teacher_55","Environmental Science","A",95,"teacher_47","Geometry","D",69,"teacher_1","Statistics","D",68
"0","In-Person",1390,"_1390","Student",12,"academy_5","teacher_53",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"95.3%",8,"teacher_51","Auto Shop","B",88,"teacher_47","Geometry","F",42,"teacher_59","Home Economics","A",97,"teacher_63","Sports","A",94,"teacher_12","acting","A",97,"teacher_78","Personal finance","B",85,"teacher_62","Speech","F",28,"teacher_25","Physics","B",84
"0","In-Person",1391,"_1391","Student",12,"academy_3","teacher_88",NA,"Monitoring","H",0,"email","parent",0,0,0,0,0,0,"91.4%",16,"teacher_59","Pre-Calc","B",81,"teacher_31","Genetics","B",89,"teacher_84","Economics","B",87,"teacher_62","Speech","F",41,"teacher_87","Calculus","D",61,"teacher_41","PE","C",78,"teacher_47","Geometry","A",93,"teacher_59","Home Economics","D",68
"0","In-Person",1392,"_1392","Student",11,"academy_6","teacher_42","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"97.8%",1,"teacher_28","Weight lifting","F",21,"teacher_47","Geometry","A",94,"teacher_63","Sports","C",78,"teacher_55","Environmental Science","C",74,"teacher_31","Genetics","A",94,"teacher_38","Forensics","D",62,"teacher_41","PE","A",94,"teacher_68","Algebra 1","B",80
"0","In-Person",1393,"_1393","Student",10,"academy_3","teacher_69",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"94.8%",15,"teacher_24","World History","B",88,"teacher_62","Speech","F",47,"teacher_45","Sculpting","A",95,"teacher_55","Environmental Science","B",84,"teacher_79","Engineering","B",89,"teacher_41","PE","B",87,"teacher_84","Economics","B",83,"teacher_12","acting","B",82
"0","In-Person",1394,"_1394","Student",12,"academy_6","teacher_89",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"95.2%",14,"teacher_96","Theatre Craft","A",95,"teacher_81","Metal Shop","A",98,"teacher_62","Speech","A",97,"teacher_36","English 4","A",97,"teacher_24","World History","D",65,"teacher_24","Trigonometry","B",87,"teacher_45","Sculpting","C",73,"teacher_79","Engineering","F",39
"0","In-Person",1395,"_1395","Student",12,"academy_3","teacher_30",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"99.7%",20,"teacher_25","Physics","C",73,"teacher_28","Weight lifting","A",98,"teacher_45","Sculpting","B",89,"teacher_26","American History","B",85,"teacher_84","Economics","A",94,"teacher_77","English 1","A",99,"teacher_36","English 4","C",79,"teacher_41","PE","B",86
"0","In-Person",1396,"_1396","Student",9,"academy_6","teacher_35",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"94.5%",9,"teacher_40","Biology","B",82,"teacher_47","Geometry","A",100,"teacher_15","Wood shop","C",75,"teacher_51","Auto Shop","A",91,"teacher_59","Home Economics","A",90,"teacher_18","Painting","D",69,"teacher_28","Weight lifting","B",83,"teacher_39","Culinary Arts","D",65
"0","In-Person",1397,"_1397","Student",11,"academy_6","teacher_77",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"87.9%",17,"teacher_83","Run/Ski","A",95,"teacher_24","Drawing","B",81,"teacher_55","Environmental Science","A",97,"teacher_62","Speech","F",21,"teacher_64","Geology","B",86,"teacher_25","Physics","A",90,"teacher_79","Engineering","A",92,"teacher_41","PE","C",77
"0","In-Person",1398,"_1398","Student",12,"academy_1","teacher_49",NA,"Monitoring","A",0,"email","parent",0,0,0,0,0,0,"98%",13,"teacher_24","Trigonometry","A",97,"teacher_45","Sculpting","A",92,"teacher_51","Auto Shop","A",90,"teacher_40","Biology","F",50,"teacher_18","Painting","B",84,"teacher_77","English 1","D",68,"teacher_63","Sports","A",98,"teacher_24","World History","D",68
"0","In-Person",1399,"_1399","Student",11,"academy_5","teacher_15",NA,"Active Service","B",0,"email","parent",0,0,0,0,0,0,"84.5%",6,"teacher_63","Sports","D",65,"teacher_51","Auto Shop","A",93,"teacher_40","Biology","D",65,"teacher_28","Weight lifting","D",69,"teacher_24","Trigonometry","B",88,"teacher_59","Home Economics","F",32,"teacher_24","Drawing","C",74,"teacher_77","English 1","A",91
"0","In-Person",1400,"_1400","Student",9,"academy_3","teacher_73",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"94.3%",24,"teacher_84","Economics","B",88,"teacher_32","Geography","C",79,"teacher_95","Auto-Cad","A",99,"teacher_18","Painting","F",59,"teacher_26","American History","C",74,"teacher_47","Geometry","B",82,"teacher_41","PE","C",73,"teacher_96","Theatre Craft","D",66
"0","In-Person",1401,"_1401","Student",10,"academy_6","teacher_39","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"70.1%",8,"teacher_59","Home Economics","F",48,"teacher_25","Physics","D",64,"teacher_51","Auto Shop","A",94,"teacher_81","Programming","F",46,"teacher_22","English 2","A",93,"teacher_24","Drawing","B",80,"teacher_24","Trigonometry","C",76,"teacher_78","Personal finance","D",69
"0","In-Person",1402,"_1402","Student",9,"academy_1","teacher_28",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"99.3%",20,"teacher_24","Trigonometry","A",92,"teacher_18","Painting","A",91,"teacher_39","Culinary Arts","B",80,"teacher_83","Run/Ski","A",90,"teacher_55","Environmental Science","A",91,"teacher_24","World History","A",91,"teacher_22","English 2","A",99,"teacher_63","Sports","C",79
"0","In-Person",1403,"_1403","Student",10,"academy_5","teacher_54","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"86.6%",15,"teacher_24","Drawing","B",86,"teacher_15","Wood shop","C",77,"teacher_30","Chemistry","C",77,"teacher_40","Biology","A",93,"teacher_25","Physics","A",92,"teacher_1","Statistics","F",42,"teacher_12","acting","B",89,"teacher_96","Theatre Craft","D",64
"0","In-Person",1404,"_1404","Student",11,"academy_6","teacher_92","Yes","No Services","U",0,"email","parent",0,0,0,0,0,0,"94.7%",4,"teacher_96","Theatre Craft","C",70,"teacher_24","World History","F",49,"teacher_68","Algebra 1","A",93,"teacher_1","Statistics","A",93,"teacher_77","English 1","B",82,"teacher_39","Culinary Arts","C",77,"teacher_22","English 2","A",95,"teacher_36","English 4","A",98
"0","In-Person",1405,"_1405","Student",10,"academy_3","teacher_92",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"93%",18,"teacher_18","Painting","B",87,"teacher_39","Culinary Arts","A",96,"teacher_24","World History","D",66,"teacher_81","Programming","B",86,"teacher_77","English 1","A",92,"teacher_51","Auto Shop","B",84,"teacher_1","Statistics","B",84,"teacher_59","Pre-Calc","B",89
"0","In-Person",1406,"_1406","Student",10,"academy_3","teacher_23",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"97.7%",12,"teacher_40","Biology","F",59,"teacher_22","English 2","A",96,"teacher_30","Chemistry","A",98,"teacher_36","English 4","A",91,"teacher_81","Metal Shop","C",79,"teacher_1","Statistics","A",94,"teacher_25","Physics","A",96,"teacher_68","Algebra 1","D",66
"0","In-Person",1407,"_1407","Student",12,"academy_2","teacher_17",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"96.8%",19,"teacher_78","Personal finance","B",80,"teacher_81","Metal Shop","B",87,"teacher_47","Geometry","B",88,"teacher_96","Theatre Craft","A",96,"teacher_26","American History","A",92,"teacher_48","Algebra 2","C",77,"teacher_64","Geology","B",84,"teacher_31","Genetics","C",70
"0","In-Person",1408,"_1408","Student",9,"academy_4","teacher_72",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"75.9%",13,"teacher_68","Algebra 1","A",92,"teacher_18","Painting","B",88,"teacher_38","Forensics","B",80,"teacher_15","Wood shop","D",64,"teacher_79","Engineering","D",61,"teacher_28","Weight lifting","D",61,"teacher_24","World History","D",69,"teacher_25","Physics","A",94
"0","In-Person",1409,"_1409","Student",10,"academy_5","teacher_53",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"89.7%",4,"teacher_45","Sculpting","A",92,"teacher_26","American History","B",87,"teacher_55","Environmental Science","B",84,"teacher_64","Geology","D",62,"teacher_12","acting","F",41,"teacher_36","English 4","B",87,"teacher_41","PE","A",92,"teacher_32","Geography","F",55
"0","In-Person",1410,"_1410","Student",12,"academy_3","teacher_18",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"96.1%",22,"teacher_79","Engineering","C",74,"teacher_77","English 1","A",97,"teacher_36","English 4","B",80,"teacher_45","Sculpting","B",88,"teacher_1","Statistics","C",74,"teacher_24","Drawing","A",91,"teacher_32","Geography","A",97,"teacher_41","PE","A",96
"0","In-Person",1411,"_1411","Student",12,"academy_4","teacher_48",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"96.7%",15,"teacher_59","Pre-Calc","B",84,"teacher_18","Painting","A",95,"teacher_95","Auto-Cad","A",95,"teacher_41","PE","B",81,"teacher_77","English 1","C",77,"teacher_36","English 4","A",93,"teacher_62","Speech","B",84,"teacher_68","Algebra 1","A",91
"0","In-Person",1412,"_1412","Student",10,"academy_6","teacher_40","Yes","No Services","P",0,"email","parent",0,0,0,0,0,0,"95.5%",18,"teacher_64","Geology","D",64,"teacher_48","Algebra 2","C",73,"teacher_83","Run/Ski","B",89,"teacher_79","Engineering","A",90,"teacher_15","Wood shop","A",92,"teacher_96","Theatre Craft","F",38,"teacher_12","acting","A",94,"teacher_45","Sculpting","F",51
"0","In-Person",1413,"_1413","Student",11,"academy_6","teacher_24",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"90.8%",10,"teacher_84","Economics","A",97,"teacher_95","Auto-Cad","A",93,"teacher_59","Home Economics","F",46,"teacher_36","English 4","F",53,"teacher_48","Algebra 2","B",84,"teacher_63","Sports","C",70,"teacher_81","Programming","C",72,"teacher_47","Geometry","B",86
"0","In-Person",1414,"_1414","Student",9,"academy_4","teacher_52",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"88%",3,"teacher_15","Wood shop","F",30,"teacher_63","English 3","C",71,"teacher_84","Economics","C",71,"teacher_59","Pre-Calc","A",90,"teacher_83","Run/Ski","B",82,"teacher_62","Speech","A",96,"teacher_51","Auto Shop","A",90,"teacher_81","Metal Shop","A",97
"0","In-Person",1415,"_1415","Student",10,"academy_2","teacher_93",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"99.5%",5,"teacher_1","Statistics","C",75,"teacher_68","Algebra 1","B",88,"teacher_79","Engineering","A",95,"teacher_64","Geology","A",92,"teacher_48","Algebra 2","A",94,"teacher_55","Environmental Science","A",91,"teacher_62","Speech","A",93,"teacher_63","English 3","B",89
"0","In-Person",1416,"_1416","Student",12,"academy_2","teacher_14",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"90%",13,"teacher_48","Algebra 2","A",90,"teacher_18","Painting","F",56,"teacher_12","acting","C",77,"teacher_41","PE","C",74,"teacher_68","Algebra 1","A",91,"teacher_96","Theatre Craft","C",77,"teacher_63","English 3","A",95,"teacher_32","Geography","A",93
"0","In-Person",1417,"_1417","Student",11,"academy_3","teacher_8",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"99.8%",18,"teacher_25","Physics","C",72,"teacher_81","Programming","C",79,"teacher_24","Trigonometry","D",69,"teacher_62","Speech","A",93,"teacher_28","Weight lifting","F",50,"teacher_78","Personal finance","B",87,"teacher_38","Forensics","B",89,"teacher_32","Geography","A",93
"0","In-Person",1418,"_1418","Student",10,"academy_1","teacher_94",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"92.2%",22,"teacher_38","Forensics","A",94,"teacher_59","Pre-Calc","A",90,"teacher_77","English 1","A",90,"teacher_59","Home Economics","A",99,"teacher_81","Metal Shop","C",79,"teacher_64","Geology","D",62,"teacher_24","Trigonometry","B",81,"teacher_68","Algebra 1","B",80
"0","In-Person",1419,"_1419","Student",12,"academy_4","teacher_32",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"97.3%",1,"teacher_68","Algebra 1","C",74,"teacher_24","World History","B",81,"teacher_64","Geology","B",80,"teacher_36","English 4","B",89,"teacher_22","English 2","A",90,"teacher_63","English 3","A",91,"teacher_63","Sports","B",88,"teacher_18","Painting","A",95
"0","In-Person",1420,"_1420","Student",11,"academy_4","teacher_78",NA,"Monitoring","W",0,"email","parent",0,0,0,0,0,0,"90.6%",13,"teacher_78","Personal finance","A",95,"teacher_26","American History","A",95,"teacher_38","Forensics","A",90,"teacher_32","Geography","F",43,"teacher_30","Chemistry","A",92,"teacher_24","World History","B",81,"teacher_84","Economics","B",80,"teacher_79","Engineering","B",82
"0","In-Person",1421,"_1421","Student",10,"academy_4","teacher_41",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"98.5%",12,"teacher_87","Calculus","B",89,"teacher_62","Speech","A",92,"teacher_48","Algebra 2","B",82,"teacher_31","Genetics","A",92,"teacher_81","Metal Shop","D",62,"teacher_59","Home Economics","F",57,"teacher_96","Theatre Craft","D",66,"teacher_41","PE","D",68
"0","In-Person",1422,"_1422","Student",11,"academy_6","teacher_17",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"98.3%",14,"teacher_39","Culinary Arts","A",97,"teacher_63","Sports","A",90,"teacher_47","Geometry","D",67,"teacher_87","Calculus","B",89,"teacher_59","Home Economics","A",94,"teacher_22","English 2","B",84,"teacher_68","Algebra 1","A",94,"teacher_30","Chemistry","A",95
"0","In-Person",1423,"_1423","Student",10,"academy_6","teacher_93",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"86%",17,"teacher_24","Drawing","A",94,"teacher_30","Chemistry","C",77,"teacher_47","Geometry","B",88,"teacher_59","Home Economics","B",89,"teacher_24","World History","C",78,"teacher_41","PE","A",95,"teacher_32","Geography","C",74,"teacher_64","Geology","A",95
"0","In-Person",1424,"_1424","Student",11,"academy_6","teacher_90",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"96.1%",18,"teacher_41","PE","B",84,"teacher_68","Algebra 1","B",87,"teacher_38","Forensics","C",75,"teacher_26","American History","F",53,"teacher_96","Theatre Craft","B",88,"teacher_24","Drawing","A",90,"teacher_79","Engineering","F",58,"teacher_39","Culinary Arts","A",94
"0","In-Person",1425,"_1425","Student",11,"academy_3","teacher_98",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"77.5%",5,"teacher_59","Home Economics","B",85,"teacher_96","Theatre Craft","B",85,"teacher_68","Algebra 1","D",68,"teacher_63","English 3","C",75,"teacher_81","Metal Shop","B",89,"teacher_38","Forensics","C",78,"teacher_1","Statistics","B",82,"teacher_83","Run/Ski","A",92
"0","In-Person",1426,"_1426","Student",11,"academy_4","teacher_61",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"94%",6,"teacher_55","Environmental Science","C",78,"teacher_1","Statistics","D",62,"teacher_31","Genetics","A",96,"teacher_38","Forensics","B",89,"teacher_24","World History","B",80,"teacher_18","Painting","A",98,"teacher_36","English 4","A",94,"teacher_63","English 3","C",70
"0","In-Person",1427,"_1427","Student",11,"academy_6","teacher_55",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"72.9%",14,"teacher_77","English 1","C",70,"teacher_15","Wood shop","C",78,"teacher_1","Statistics","C",75,"teacher_25","Physics","D",65,"teacher_81","Metal Shop","B",85,"teacher_62","Speech","C",71,"teacher_59","Pre-Calc","A",93,"teacher_63","Sports","F",57
"0","In-Person",1428,"_1428","Student",12,"academy_6","teacher_46",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"88.1%",22,"teacher_41","PE","A",95,"teacher_12","acting","B",81,"teacher_55","Environmental Science","A",90,"teacher_25","Physics","B",80,"teacher_83","Run/Ski","B",83,"teacher_77","English 1","A",97,"teacher_36","English 4","D",66,"teacher_24","World History","C",71
"0","In-Person",1429,"_1429","Student",9,"academy_1","teacher_10",NA,"Active Service","P",0,"email","parent",0,0,0,0,0,0,"98.1%",8,"teacher_78","Personal finance","B",87,"teacher_18","Painting","B",88,"teacher_96","Theatre Craft","B",87,"teacher_87","Calculus","A",99,"teacher_47","Geometry","B",82,"teacher_1","Statistics","B",86,"teacher_84","Economics","D",62,"teacher_95","Auto-Cad","B",89
"0","In-Person",1430,"_1430","Student",10,"academy_1","teacher_78",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"90.9%",21,"teacher_24","World History","B",85,"teacher_24","Drawing","F",53,"teacher_64","Geology","F",35,"teacher_30","Chemistry","A",96,"teacher_77","English 1","B",87,"teacher_18","Painting","F",58,"teacher_45","Sculpting","F",50,"teacher_26","American History","B",82
"0","In-Person",1431,"_1431","Student",9,"academy_4","teacher_65",NA,"Monitoring","P",0,"email","parent",0,0,0,0,0,0,"95.1%",17,"teacher_63","English 3","A",93,"teacher_48","Algebra 2","F",52,"teacher_28","Weight lifting","B",88,"teacher_83","Run/Ski","A",91,"teacher_12","acting","B",87,"teacher_62","Speech","F",58,"teacher_59","Home Economics","C",77,"teacher_79","Engineering","A",97
"0","In-Person",1432,"_1432","Student",10,"academy_4","teacher_44",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"94.7%",11,"teacher_59","Home Economics","F",56,"teacher_81","Metal Shop","B",81,"teacher_24","Drawing","A",92,"teacher_68","Algebra 1","B",88,"teacher_18","Painting","A",92,"teacher_39","Culinary Arts","B",88,"teacher_45","Sculpting","A",91,"teacher_63","Sports","C",77
"0","In-Person",1433,"_1433","Student",10,"academy_1","teacher_42",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"93.1%",2,"teacher_32","Geography","B",86,"teacher_81","Programming","D",67,"teacher_31","Genetics","A",97,"teacher_63","Sports","D",61,"teacher_47","Geometry","B",83,"teacher_40","Biology","C",74,"teacher_96","Theatre Craft","A",92,"teacher_24","Trigonometry","C",75
"0","In-Person",1434,"_1434","Student",12,"academy_1","teacher_26",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"94.6%",19,"teacher_63","English 3","A",93,"teacher_31","Genetics","B",83,"teacher_81","Programming","B",81,"teacher_59","Home Economics","C",79,"teacher_68","Algebra 1","C",79,"teacher_51","Auto Shop","C",77,"teacher_41","PE","C",77,"teacher_22","English 2","A",91
"0","In-Person",1435,"_1435","Student",10,"academy_5","teacher_57",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"94.7%",14,"teacher_83","Run/Ski","A",94,"teacher_24","World History","B",86,"teacher_48","Algebra 2","A",91,"teacher_77","English 1","C",73,"teacher_62","Speech","D",69,"teacher_31","Genetics","A",98,"teacher_30","Chemistry","B",81,"teacher_63","English 3","C",75
"0","In-Person",1436,"_1436","Student",12,"academy_1","teacher_97",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"59.6%",12,"teacher_26","American History","C",77,"teacher_62","Speech","D",68,"teacher_78","Personal finance","C",71,"teacher_24","Trigonometry","A",99,"teacher_12","acting","B",83,"teacher_38","Forensics","B",89,"teacher_77","English 1","A",96,"teacher_51","Auto Shop","A",90
"0","In-Person",1437,"_1437","Student",11,"academy_3","teacher_93","Yes","No Services","B",0,"email","parent",0,0,0,0,0,0,"86.2%",22,"teacher_95","Auto-Cad","B",86,"teacher_32","Geography","B",89,"teacher_26","American History","C",76,"teacher_62","Speech","A",95,"teacher_77","English 1","A",96,"teacher_63","Sports","D",60,"teacher_28","Weight lifting","A",99,"teacher_31","Genetics","B",85
"0","In-Person",1438,"_1438","Student",10,"academy_1","teacher_94","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"92.1%",14,"teacher_59","Home Economics","C",77,"teacher_77","English 1","D",67,"teacher_64","Geology","C",77,"teacher_81","Programming","A",92,"teacher_41","PE","A",94,"teacher_51","Auto Shop","B",86,"teacher_28","Weight lifting","D",68,"teacher_55","Environmental Science","F",34
"0","In-Person",1439,"_1439","Student",12,"academy_3","teacher_32",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"88.9%",2,"teacher_26","American History","D",65,"teacher_63","Sports","C",72,"teacher_24","World History","D",60,"teacher_63","English 3","D",60,"teacher_30","Chemistry","A",95,"teacher_12","acting","D",63,"teacher_1","Statistics","C",79,"teacher_84","Economics","B",80
"0","In-Person",1440,"_1440","Student",11,"academy_1","teacher_10",NA,"Active Service","W",0,"email","parent",0,0,0,0,0,0,"76.7%",1,"teacher_87","Calculus","F",46,"teacher_15","Wood shop","C",78,"teacher_25","Physics","C",77,"teacher_96","Theatre Craft","A",94,"teacher_77","English 1","C",78,"teacher_28","Weight lifting","A",96,"teacher_1","Statistics","C",72,"teacher_68","Algebra 1","D",64
